Date,Sales Representative,Product/Service,Region/Location,Customer,Sales Amount (INR),Units Sold,Sales Channel,Discount Offered (INR or %),Profit (INR),Cost of Goods Sold (COGS) (INR),Order Status,Payment Method,Lead Source
2024-03-21,Priya,Laptop,Ahmedabad,Ubika Khatri,117272,1,Online,13942.399799268253,24672.975563375734,78656.62463735601,Pending,Cash on Delivery (COD),Advertisement
2024-12-13,Ravi,Refrigerator,Bangalore,Meghana Ravi,24999,1,Online,5882.567123316055,4465.119307469425,14651.31356921452,Cancelled,Debit Card,Direct Visit
2024-07-16,Ravi,Camera,Hyderabad,Vedika Chacko,43302,1,Retail,1456.0,14101.52908474567,27744.47091525433,Pending,UPI,Referral
2024-04-01,Anjali,Smartwatch,Lucknow,Samar Bakshi,8320,2,Online,1359.0,2246.7749532959187,4714.225046704081,Pending,UPI,Direct Visit
2024-04-15,Karan,Camera,Jaipur,Bhavna Nath,78216,1,Online,2309.0,26734.257997129025,49172.742002870975,Shipped,UPI,Direct Visit
2024-09-16,Priya,Camera,Chennai,Shaurya Nigam,15397,1,Retail,1355.4832379879006,6101.265456293315,7940.251305718784,Returned,Debit Card,Referral
2024-08-29,Manoj,Refrigerator,Chennai,Sanaya Purohit,24495,1,Online,1873.0,9750.933107381901,12871.066892618099,Returned,Debit Card,Email
2024-05-04,Manoj,Bluetooth Speaker,Lucknow,Harshil Raju,5861,1,Retail,2100.0,1263.0219914705326,2497.9780085294674,Shipped,Net Banking,Advertisement
2024-05-15,Neha,Headphones,Delhi,Zaid Tak,9334,1,Online,946.2882323268433,4098.922477212209,4288.789290460948,Cancelled,Cash on Delivery (COD),Direct Visit
2024-05-11,Sushma,Washing Machine,Pune,Krish Lala,38715,1,Online,2365.0,16260.868312851322,20089.131687148678,Returned,Cash on Delivery (COD),Advertisement
2024-07-07,Karan,Bluetooth Speaker,Bangalore,Ryan Konda,7428,2,Retail,918.9348663708417,2969.534338467677,3539.5307951614814,Returned,Net Banking,Email
2024-04-24,Amit,Smartwatch,Bangalore,Fitan Hans,4041,2,Online,2955.0,-1270.7111258775753,2356.7111258775753,Completed,UPI,Search Engine
2024-02-09,Ravi,Smartwatch,Mumbai,Anita Balasubramanian,10202,1,Online,1055.4586745384454,3371.763124741004,5774.778200720551,Cancelled,UPI,Social Media
2024-05-22,Vikram,Bluetooth Speaker,Chennai,Dhriti Babu,7996,2,Retail,3304.0,1613.7795912598413,3078.2204087401583,Cancelled,Credit Card,Social Media
2024-10-06,Karan,Refrigerator,Jaipur,Mohini Bail,64292,1,Online,359.0,26980.981784854805,36952.018215145195,Pending,UPI,Direct Visit
2024-09-26,Rajesh,Bluetooth Speaker,Mumbai,Balhaar Nadig,9558,2,Retail,1756.0,2816.2034679951594,4985.796532004841,Shipped,Credit Card,Search Engine
2024-11-04,Ravi,Bluetooth Speaker,Lucknow,Alka Gupta,9675,2,Online,4221.0,1321.1422474400943,4132.857752559906,Pending,Net Banking,Advertisement
2024-02-16,Vikram,Laptop,Lucknow,Wridesh Dora,76111,2,Online,5030.714457974954,23526.473670294527,47553.81187173052,Completed,Cash on Delivery (COD),Search Engine
2024-03-22,Rajesh,Refrigerator,Lucknow,Vedant Saran,76849,1,Online,4078.009139342843,26445.24848822716,46325.742372429995,Cancelled,UPI,Email
2024-07-30,Amit,Laptop,Bangalore,Mohini Bail,112126,2,Online,13805.781125450503,20315.45342421439,78004.76545033511,Shipped,Cash on Delivery (COD),Advertisement
2024-04-24,Anjali,Refrigerator,Mumbai,Udant Saha,47722,2,Retail,3809.0,17782.772407575234,26130.227592424766,Shipped,Debit Card,Social Media
2024-10-13,Sushma,Smartwatch,Jaipur,Zansi Shankar,23775,2,Online,3958.6563685917276,8792.545287781553,11023.798343626719,Pending,Cash on Delivery (COD),Email
2024-04-22,Anjali,Smartwatch,Pune,Ubika Kari,12176,2,Online,1596.2059626037471,4785.489197521954,5794.3048398742985,Returned,Cash on Delivery (COD),Email
2024-02-23,Anjali,Washing Machine,Lucknow,Bhanumati Arya,48884,2,Retail,3892.0,18395.450669892638,26596.549330107362,Pending,Net Banking,Direct Visit
2024-03-21,Sushma,Camera,Jaipur,Advika Vyas,72350,1,Online,4901.0,30047.001918132846,37401.998081867154,Completed,Cash on Delivery (COD),Search Engine
2024-10-27,Neha,Refrigerator,Hyderabad,Hema Varughese,34044,1,Retail,7450.516801847711,9420.379012066986,17173.104186085304,Completed,Cash on Delivery (COD),Advertisement
2024-04-11,Vikram,Laptop,Hyderabad,Ryan Konda,92716,1,Retail,7169.862686946359,26516.720247095636,59029.417065958005,Completed,UPI,Advertisement
2024-02-28,Manoj,Washing Machine,Bangalore,Zansi Shankar,20294,2,Online,960.0,9125.683825666601,10208.316174333399,Returned,Debit Card,Referral
2024-04-29,Neha,Bluetooth Speaker,Mumbai,Anita Balasubramanian,892,2,Online,175.97833623240592,288.75479274349175,427.26687102410233,Cancelled,Debit Card,Referral
2024-10-27,Manoj,Bluetooth Speaker,Delhi,Onkar Sodhi,3638,4,Retail,1793.0,172.09859248984458,1672.9014075101554,Cancelled,Credit Card,Social Media
2024-02-13,Sushma,Washing Machine,Pune,Meghana Ravi,21491,1,Retail,3062.0,6407.5467822461615,12021.453217753839,Pending,UPI,Advertisement
2024-05-08,Amit,Air Conditioner,Delhi,Nikita Bera,43729,2,Online,1561.0,15697.126501229359,26470.87349877064,Returned,Cash on Delivery (COD),Search Engine
2024-06-29,Ravi,Laptop,Hyderabad,Chandresh Wason,87300,1,Online,4054.0,20692.738246275847,62553.26175372415,Completed,UPI,Search Engine
2024-03-30,Priya,Bluetooth Speaker,Lucknow,Ekanta Gopal,8996,4,Retail,2658.0,2506.262854850851,3831.7371451491495,Returned,Credit Card,Search Engine
2024-10-12,Ravi,Headphones,Jaipur,Garima Dhillon,7562,5,Online,1478.372131222987,2407.294185222827,3676.333683554186,Pending,Net Banking,Advertisement
2024-06-26,Neha,Laptop,Hyderabad,Falan Mital,69846,1,Online,3220.0,22021.77030220761,44604.22969779239,Pending,UPI,Email
2024-01-19,Manoj,Bluetooth Speaker,Delhi,Chakrika Kadakia,3607,3,Retail,2675.0,-446.3085937882697,1378.3085937882695,Pending,UPI,Search Engine
2024-07-05,Neha,Camera,Hyderabad,Krish Lala,52641,2,Retail,4534.0,20451.51563271573,27655.48436728427,Cancelled,Net Banking,Referral
2024-05-17,Amit,Headphones,Chennai,Advika Vyas,8451,3,Retail,2934.0,2107.564326785505,3409.4356732144956,Cancelled,Cash on Delivery (COD),Search Engine
2024-07-13,Manoj,Refrigerator,Jaipur,Girik Kamdar,47091,2,Online,11639.323804496902,9955.131502191676,25496.54469331142,Shipped,UPI,Advertisement
2024-06-18,Vikram,Bluetooth Speaker,Pune,Zansi Shankar,2692,3,Online,2896.0,-1644.469842916304,1440.469842916304,Pending,Debit Card,Advertisement
2024-09-07,Neha,Smartwatch,Hyderabad,Niharika Sachdeva,23816,2,Retail,616.0,9840.438759301529,13359.561240698471,Returned,Cash on Delivery (COD),Search Engine
2024-11-27,Manoj,Smartwatch,Bangalore,Jairaj Nagy,13090,2,Retail,2546.0,2700.117991412588,7843.882008587412,Completed,Cash on Delivery (COD),Social Media
2024-10-08,Rajesh,Bluetooth Speaker,Chennai,Zansi Shankar,1107,4,Online,114.55109750722325,465.5853622577752,526.8635402350016,Completed,Cash on Delivery (COD),Search Engine
2024-01-19,Ravi,Air Conditioner,Jaipur,Bahadurjit Sahni,50766,2,Online,12564.122789963307,10163.36652594531,28038.510684091383,Pending,Cash on Delivery (COD),Direct Visit
2024-04-13,Rajesh,Headphones,Mumbai,Akshay Ghosh,5889,3,Retail,554.3456940831361,2275.9689928447497,3058.6853130721142,Shipped,Cash on Delivery (COD),Advertisement
2025-01-03,Ravi,Smartphone,Mumbai,Lopa Vala,31879,4,Online,1323.0,11581.655696756716,18974.344303243284,Shipped,UPI,Direct Visit
2024-06-09,Amit,Smartwatch,Hyderabad,Chanakya Mannan,22076,1,Retail,4818.151817260491,7175.911656369809,10081.9365263697,Shipped,Net Banking,Advertisement
2024-07-28,Ravi,Camera,Jaipur,Vedika Chacko,59542,1,Online,3002.0,20985.23029040743,35554.76970959257,Shipped,UPI,Referral
2024-03-01,Karan,Smartphone,Bangalore,Omisha Gera,16458,3,Retail,1933.0,4464.456868179457,10060.543131820543,Returned,Net Banking,Direct Visit
2024-05-29,Amit,Washing Machine,Lucknow,Bakhshi Subramanian,33877,2,Online,3779.0,11810.957058961245,18287.042941038755,Returned,Debit Card,Search Engine
2024-06-09,Priya,Tablet,Ahmedabad,Dev Varkey,35598,1,Online,2298.0,13048.345399099479,20251.65460090052,Completed,Credit Card,Referral
2024-09-16,Rajesh,Smartwatch,Pune,Kavya Bhat,16003,1,Online,2585.0,4925.250422294155,8492.749577705845,Cancelled,UPI,Email
2024-06-14,Manoj,Air Conditioner,Jaipur,Samesh Bawa,33470,2,Online,6735.74262566466,7759.062134837074,18975.195239498265,Shipped,Credit Card,Email
2024-09-08,Karan,Headphones,Ahmedabad,Wridesh Dora,4187,4,Online,1870.0,537.2444324493677,1779.7555675506323,Cancelled,UPI,Direct Visit
2024-07-23,Vikram,Headphones,Delhi,Samesh Bawa,4674,3,Retail,3076.0,-621.4114774227005,2219.4114774227005,Returned,Credit Card,Advertisement
2024-11-08,Karan,Smartphone,Ahmedabad,Anita Balasubramanian,45343,2,Online,10655.436308718803,4563.015201417958,30124.54848986324,Pending,UPI,Direct Visit
2024-12-17,Vikram,Air Conditioner,Delhi,Triya Mohanty,33424,1,Online,2569.0,11886.237712219656,18968.762287780344,Returned,Credit Card,Email
2024-09-12,Sushma,Smartwatch,Ahmedabad,Kavya Bhat,20058,2,Online,2717.0,8189.258260161943,9151.741739838057,Cancelled,UPI,Referral
2024-04-03,Karan,Camera,Chennai,Yagnesh Rajagopalan,25995,2,Retail,1858.080366594534,7985.340730213054,16151.578903192412,Shipped,Net Banking,Advertisement
2024-06-19,Anjali,Smartwatch,Hyderabad,Lajita Balasubramanian,12233,1,Online,2900.0,2567.588149803376,6765.411850196624,Cancelled,Net Banking,Advertisement
2024-08-03,Amit,Headphones,Pune,Yash Babu,9143,5,Online,2395.0,1880.4610764599447,4867.538923540055,Cancelled,Cash on Delivery (COD),Advertisement
2024-04-19,Neha,Smartwatch,Lucknow,Anmol Rai,16488,2,Online,1989.9674627058457,5776.9074232298835,8721.12511406427,Completed,Credit Card,Direct Visit
2024-12-01,Amit,Air Conditioner,Hyderabad,Yadavi Bakshi,52638,2,Online,7849.4884951752365,17239.821957993907,27548.689546830858,Cancelled,Cash on Delivery (COD),Direct Visit
2024-11-26,Anjali,Smartphone,Kolkata,Jack Sura,47123,5,Retail,8973.990358059098,9477.817410598458,28671.192231342444,Pending,Credit Card,Social Media
2024-07-17,Karan,Smartphone,Jaipur,Lajita Balasubramanian,27252,4,Online,4973.255798478536,3706.211539292437,18572.532662229027,Cancelled,Credit Card,Referral
2024-01-21,Rajesh,Laptop,Chennai,Vedhika Ram,120095,2,Retail,17800.86794567424,12984.727401552605,89309.40465277316,Cancelled,Debit Card,Referral
2024-09-05,Priya,Washing Machine,Bangalore,Harrison Shere,35532,2,Retail,6462.929476034104,9430.181793379237,19638.88873058666,Pending,UPI,Social Media
2024-11-28,Neha,Camera,Pune,Jack Sura,82353,2,Online,16731.92495876224,24260.947857243395,41360.127183994366,Completed,UPI,Email
2024-10-13,Amit,Tablet,Jaipur,Samuel Bedi,5180,1,Online,1009.0877857699217,1005.0050276488072,3165.907186581271,Completed,Net Banking,Advertisement
2024-09-24,Ravi,Refrigerator,Mumbai,Dev Varkey,45695,1,Retail,8026.810611711272,8436.46093723816,29231.728451050567,Cancelled,Credit Card,Email
2024-11-19,Karan,Washing Machine,Bangalore,Ubika Kari,19856,1,Online,2710.478980227095,8125.141832269044,9020.37918750386,Shipped,Net Banking,Social Media
2024-05-15,Manoj,Smartwatch,Bangalore,Suhani Patil,16991,2,Online,3965.675736748792,2918.017809181652,10107.306454069556,Returned,Cash on Delivery (COD),Referral
2024-05-03,Manoj,Air Conditioner,Lucknow,Harshil Raju,42112,1,Retail,8225.416736574069,11620.684844786338,22265.898418639594,Cancelled,Cash on Delivery (COD),Social Media
2024-05-04,Rajesh,Refrigerator,Ahmedabad,Meghana Ravi,23082,2,Retail,1377.2574730174301,8736.245401872235,12968.497125110334,Shipped,Cash on Delivery (COD),Social Media
2024-03-01,Karan,Air Conditioner,Hyderabad,Lajita Balasubramanian,44330,1,Retail,7519.659185783098,13376.159014890742,23434.18179932616,Shipped,Net Banking,Search Engine
2024-02-24,Neha,Bluetooth Speaker,Lucknow,Harrison Shere,9648,3,Online,2240.0,3281.3076959399023,4126.692304060098,Returned,Net Banking,Advertisement
2025-01-01,Vikram,Bluetooth Speaker,Pune,Nidhi Bera,2590,3,Retail,2945.0,-1746.2129975284654,1391.2129975284654,Shipped,Credit Card,Email
2024-03-11,Anjali,Smartwatch,Chennai,Krishna Sood,16314,1,Online,1549.0,6134.9880499172705,8630.01195008273,Pending,Credit Card,Referral
2024-09-02,Priya,Smartphone,Lucknow,Meghana Ravi,15460,3,Online,3530.9824144918052,1311.3089186792936,10617.708666828901,Returned,Credit Card,Search Engine
2024-11-04,Rajesh,Air Conditioner,Delhi,Samuel Bedi,31195,1,Online,1528.0,12735.557474770456,16931.442525229544,Pending,Debit Card,Referral
2024-10-02,Neha,Washing Machine,Lucknow,Avi Sen,40066,2,Online,6875.115478470794,13294.816567280166,19896.06795424904,Returned,Cash on Delivery (COD),Direct Visit
2024-08-30,Sushma,Headphones,Mumbai,Andrew Desai,6456,1,Online,2962.0,-335.7749890836926,3829.7749890836926,Pending,Debit Card,Search Engine
2024-05-07,Neha,Headphones,Hyderabad,Ayush Sen,8957,3,Online,1586.0043036695754,3210.109081029618,4160.886615300807,Shipped,Net Banking,Search Engine
2024-12-15,Neha,Washing Machine,Delhi,Jackson Sura,30711,2,Online,4150.697681227418,9399.966210909271,17160.33610786331,Pending,Debit Card,Direct Visit
2024-08-18,Manoj,Laptop,Lucknow,Dev Varkey,73849,1,Retail,2422.0,19529.438553657434,51897.561446342566,Cancelled,Cash on Delivery (COD),Direct Visit
2024-04-07,Amit,Headphones,Ahmedabad,Ekiya Palan,6829,5,Online,1360.772453208909,2081.516137776216,3386.7114090148752,Pending,Cash on Delivery (COD),Search Engine
2024-09-15,Priya,Laptop,Kolkata,Bhavna Nath,149362,1,Retail,1403.0,49360.496217623484,98598.50378237652,Returned,Cash on Delivery (COD),Advertisement
2024-09-05,Priya,Camera,Mumbai,Avi Sen,84317,1,Online,10711.821695789935,20592.858692764,53012.319611446066,Cancelled,Debit Card,Referral
2024-10-06,Vikram,Refrigerator,Jaipur,Bina Kant,52799,1,Online,7654.5370821588895,10975.87715827416,34168.58575956695,Cancelled,Net Banking,Direct Visit
2024-10-07,Amit,Air Conditioner,Kolkata,Alka Gupta,64090,2,Retail,2698.0,22414.5379137673,38977.4620862327,Cancelled,Credit Card,Social Media
2024-10-30,Neha,Bluetooth Speaker,Pune,Jackson Sura,9536,5,Retail,2362.7086930996898,2083.846001261642,5089.445305638668,Cancelled,Cash on Delivery (COD),Direct Visit
2024-08-23,Anjali,Refrigerator,Hyderabad,Jalsa Kunda,52925,1,Online,7637.572859978451,11004.879105962287,34282.54803405926,Shipped,Debit Card,Referral
2024-08-17,Karan,Camera,Kolkata,Rehaan Rajan,52787,1,Retail,12180.182362026095,4986.9205159503435,35619.89712202356,Completed,Credit Card,Advertisement
2024-12-29,Anjali,Camera,Kolkata,Kavya Bhat,70263,1,Retail,6244.895660259589,23050.088457763104,40968.015881977306,Shipped,UPI,Direct Visit
2024-08-29,Sushma,Refrigerator,Mumbai,Saumya Ratti,26238,2,Online,421.0,11398.703992358971,14418.296007641029,Cancelled,Net Banking,Advertisement
2024-10-23,Ravi,Camera,Delhi,Rehaan Rajan,63193,2,Retail,7958.841493048741,15266.482125352624,39967.676381598634,Pending,Debit Card,Direct Visit
2024-12-04,Ravi,Smartwatch,Chennai,Chaitanya Sachar,9314,2,Online,3291.0,1273.3541233041688,4749.645876695831,Cancelled,Debit Card,Search Engine
2025-01-09,Anjali,Headphones,Mumbai,Girik Kamdar,5133,5,Online,2038.0,614.4075819328664,2480.5924180671336,Completed,Credit Card,Social Media
2024-07-06,Ravi,Headphones,Chennai,Kalpit Sarkar,7715,1,Retail,2118.0,1840.6827840403375,3756.3172159596625,Shipped,UPI,Advertisement
2024-06-06,Ravi,Refrigerator,Delhi,Orinder Anand,53922,2,Online,2749.0,17950.256852758946,33222.74314724105,Cancelled,Net Banking,Social Media
2024-06-29,Manoj,Refrigerator,Delhi,Krishna Sood,57758,2,Online,14099.436299183915,9664.807146322964,33993.75655449312,Cancelled,Net Banking,Referral
2024-09-29,Neha,Smartwatch,Chennai,Jackson Sura,17721,2,Online,3906.612310688098,4492.112761214699,9322.274928097202,Pending,Cash on Delivery (COD),Direct Visit
2024-12-28,Anjali,Headphones,Hyderabad,Ekanta Gopal,2182,4,Retail,337.46595782047984,923.9834763343067,920.5505658452134,Shipped,UPI,Referral
2024-12-14,Neha,Camera,Jaipur,Brijesh Bandi,98656,1,Retail,2164.0,35721.88256893524,60770.11743106476,Pending,Debit Card,Direct Visit
2024-07-02,Manoj,Headphones,Delhi,Harrison Shere,6523,4,Retail,1037.4901085022307,2125.1410756783293,3360.36881581944,Pending,UPI,Social Media
2024-03-22,Manoj,Washing Machine,Kolkata,Udant Saha,42313,1,Online,1307.0,20758.428186761386,20247.571813238614,Returned,Credit Card,Direct Visit
2024-02-27,Rajesh,Headphones,Pune,Harshil Raju,9177,2,Retail,1502.9761685795706,3106.5469358580435,4567.476895562386,Completed,UPI,Direct Visit
2024-05-02,Anjali,Headphones,Jaipur,Orinder Anand,1744,3,Retail,3993.0,-3097.013012671646,848.0130126716459,Cancelled,Debit Card,Direct Visit
2024-02-15,Rajesh,Refrigerator,Pune,Rehaan Rajan,40186,2,Retail,6563.911091758154,12944.217075909251,20677.871832332596,Cancelled,Debit Card,Advertisement
2024-05-29,Ravi,Air Conditioner,Hyderabad,Orinder Anand,49264,2,Retail,5192.915398240736,12405.732019040825,31665.35258271844,Returned,Credit Card,Advertisement
2024-09-17,Ravi,Smartwatch,Mumbai,Pavani Nair,20503,1,Online,5033.058220245196,6041.5397872040785,9428.401992550725,Shipped,Credit Card,Advertisement
2024-02-17,Rajesh,Smartphone,Kolkata,Wridesh Dora,65767,1,Retail,10590.514204212921,16562.966472342472,38613.519323444605,Shipped,UPI,Email
2024-10-27,Anjali,Washing Machine,Hyderabad,Ubika Khatri,15494,1,Online,1776.556089435318,4602.573429911745,9114.870480652937,Returned,Net Banking,Advertisement
2024-09-27,Rajesh,Refrigerator,Lucknow,Ekavir Warrior,67733,2,Retail,1388.0,30151.985741745768,36193.01425825423,Shipped,Credit Card,Advertisement
2024-09-29,Ravi,Smartwatch,Lucknow,Farhan Wali,7838,2,Online,4586.0,-592.1696612793571,3844.169661279357,Completed,Cash on Delivery (COD),Search Engine
2024-07-05,Neha,Refrigerator,Pune,Kavya Bhat,26944,2,Online,1993.0,10247.615105748599,14703.384894251401,Cancelled,Cash on Delivery (COD),Referral
2024-10-25,Karan,Camera,Ahmedabad,Jackson Sura,32404,2,Online,3343.7767666486884,8650.74443992663,20409.47879342468,Pending,UPI,Search Engine
2025-01-11,Karan,Smartwatch,Ahmedabad,Nidhi Bera,5087,1,Retail,1818.0,859.6869634867908,2409.313036513209,Completed,Credit Card,Email
2024-09-17,Rajesh,Washing Machine,Hyderabad,Vritti Kapoor,22570,2,Online,5289.182004522883,4283.438192553285,12997.379802923831,Pending,Net Banking,Social Media
2024-11-30,Ravi,Air Conditioner,Bangalore,Vamakshi Ratta,49223,2,Retail,1803.0,17500.81883039498,29919.18116960502,Pending,Debit Card,Direct Visit
2024-11-02,Neha,Camera,Ahmedabad,Ayush Sen,65955,2,Online,4134.679869110246,26547.954929748354,35272.3652011414,Shipped,Cash on Delivery (COD),Referral
2024-03-16,Ravi,Camera,Chennai,Krishna Sood,33100,2,Online,2037.4115041672599,10669.41496245686,20393.17353337588,Cancelled,Credit Card,Direct Visit
2024-04-16,Ravi,Air Conditioner,Kolkata,Chandresh Wason,40433,1,Retail,3250.5334502231703,12623.226958358911,24559.239591417918,Shipped,Cash on Delivery (COD),Direct Visit
2024-08-01,Manoj,Air Conditioner,Lucknow,Manan Gopal,67817,1,Online,1929.0,29219.50378244772,36668.49621755228,Returned,Cash on Delivery (COD),Search Engine
2024-01-28,Ravi,Smartwatch,Chennai,Garima Srivastava,3391,2,Retail,4348.0,-2580.459802618934,1623.4598026189342,Completed,UPI,Direct Visit
2024-12-01,Vikram,Smartphone,Ahmedabad,Gunbir Raman,61831,4,Online,738.0,19649.23054057626,41443.76945942374,Completed,Cash on Delivery (COD),Referral
2024-01-19,Karan,Smartwatch,Kolkata,Tripti Dua,24626,1,Retail,1346.0,9495.611684193153,13784.388315806847,Cancelled,Net Banking,Search Engine
2024-07-16,Manoj,Smartwatch,Kolkata,Akshay Ghosh,6672,1,Online,2156.0,685.428376128024,3830.571623871976,Pending,Debit Card,Advertisement
2024-11-03,Ravi,Laptop,Delhi,Nidhi Bera,99537,2,Online,13598.53223174854,22871.53739775672,63066.93037049474,Pending,Credit Card,Search Engine
2024-01-29,Sushma,Smartwatch,Delhi,Dhriti Babu,22598,2,Online,4730.0,6536.240340817942,11331.759659182058,Shipped,Net Banking,Direct Visit
2024-02-04,Neha,Smartwatch,Lucknow,Avi Sen,4487,1,Online,307.0447410435058,2066.7744892500527,2113.1807697064414,Returned,UPI,Direct Visit
2024-04-25,Karan,Laptop,Mumbai,Ubika Khatri,73676,2,Online,2981.0,17150.090465174137,53544.90953482586,Returned,Net Banking,Direct Visit
2025-01-17,Sushma,Tablet,Mumbai,Ekavir Warrior,44895,2,Retail,8361.901777739404,9302.322231675109,27230.775990585487,Returned,Cash on Delivery (COD),Advertisement
2024-02-05,Vikram,Laptop,Bangalore,Onkar Sodhi,137600,2,Retail,31358.974582556828,15196.442170152408,91044.58324729076,Returned,UPI,Social Media
2024-11-19,Karan,Tablet,Lucknow,Yagnesh Rajagopalan,22757,1,Retail,3985.0,5874.257517902881,12897.74248209712,Completed,Net Banking,Advertisement
2024-11-14,Amit,Laptop,Ahmedabad,Ubika Kari,138394,1,Online,7507.557148544663,44637.3811023925,86249.06174906284,Pending,Net Banking,Direct Visit
2024-02-29,Karan,Tablet,Delhi,Akshay Ghosh,15540,2,Retail,4656.0,2861.7521016099445,8022.2478983900555,Cancelled,Cash on Delivery (COD),Email
2024-04-02,Sushma,Smartwatch,Ahmedabad,Michael Khurana,22611,2,Online,4256.0,7067.686505881931,11287.313494118069,Completed,Debit Card,Referral
2024-06-26,Vikram,Camera,Ahmedabad,Krish Lala,90618,2,Retail,1760.0,36761.76719927729,52096.23280072271,Shipped,Credit Card,Referral
2024-05-09,Ravi,Washing Machine,Chennai,Chaman Atwal,42876,1,Online,4436.0,16314.589242702721,22125.41075729728,Cancelled,Cash on Delivery (COD),Email
2024-05-22,Manoj,Headphones,Hyderabad,Anthony Bandi,4410,1,Retail,778.6337949766772,1381.896429417512,2249.469775605811,Returned,UPI,Search Engine
2024-12-13,Anjali,Washing Machine,Lucknow,Krishna Sood,22418,1,Retail,3634.0,5830.485306619379,12953.51469338062,Cancelled,Debit Card,Email
2024-07-03,Ravi,Camera,Kolkata,Ayush Sen,52655,2,Online,3407.0,14171.89339667515,35076.10660332485,Returned,Cash on Delivery (COD),Social Media
2025-01-08,Ravi,Laptop,Jaipur,Kalpit Sarkar,117397,2,Retail,8245.842986116695,23710.69405466452,85440.46295921878,Returned,Cash on Delivery (COD),Search Engine
2024-01-26,Karan,Smartwatch,Lucknow,Bahadurjit Sahni,17164,1,Retail,910.8237740280841,6649.744772723212,9603.431453248704,Returned,Cash on Delivery (COD),Advertisement
2024-02-20,Neha,Smartphone,Mumbai,Harshil Raju,48098,3,Online,484.0,20487.21519156352,27126.78480843648,Completed,UPI,Search Engine
2024-03-25,Priya,Smartwatch,Jaipur,Jack Sura,17059,1,Online,2981.0,5656.654150830671,8421.345849169329,Returned,Credit Card,Advertisement
2024-12-26,Neha,Smartwatch,Bangalore,Farhan Wali,4176,1,Online,336.67463381283,1646.4040715439533,2192.9212946432167,Cancelled,UPI,Social Media
2024-03-18,Sushma,Laptop,Hyderabad,Krish Lala,82310,2,Online,19121.352859222534,13200.006544718424,49988.64059605904,Pending,UPI,Advertisement
2024-12-23,Amit,Refrigerator,Jaipur,Tejas Sachdeva,56063,2,Retail,3342.0,17935.40525644319,34785.59474355681,Returned,Credit Card,Referral
2024-10-11,Vikram,Tablet,Lucknow,Nidhi Bera,47464,2,Retail,292.0,16756.325711156634,30415.674288843366,Completed,UPI,Advertisement
2024-06-11,Priya,Refrigerator,Mumbai,Rehaan Rajan,39955,1,Online,4141.0,12700.49768329829,23113.50231670171,Pending,Cash on Delivery (COD),Search Engine
2024-05-12,Karan,Refrigerator,Jaipur,Bhavna Nath,46088,1,Retail,3479.0,15218.954217035964,27390.045782964036,Cancelled,Net Banking,Email
2024-05-07,Sushma,Headphones,Ahmedabad,Lopa Vala,5965,3,Online,4253.0,-1429.4365745404216,3141.4365745404216,Pending,Debit Card,Direct Visit
2024-10-07,Karan,Washing Machine,Chennai,Charvi Dasgupta,22938,2,Retail,1922.5154627957247,10364.525623779282,10650.958913424993,Cancelled,UPI,Search Engine
2024-01-29,Karan,Air Conditioner,Delhi,Kavya Bhat,40510,2,Retail,4275.058934789381,12723.536412475245,23511.404652735375,Shipped,UPI,Direct Visit
2024-02-28,Sushma,Refrigerator,Chennai,Ubika Kari,43109,2,Retail,4718.857786858624,12690.090467240068,25700.051745901306,Completed,UPI,Social Media
2024-07-08,Karan,Bluetooth Speaker,Mumbai,Hema Varughese,6682,3,Retail,1616.1770842909475,1493.3482255791907,3572.4746901298618,Completed,Credit Card,Search Engine
2024-03-02,Rajesh,Tablet,Ahmedabad,Vritti Kapoor,35008,2,Online,4374.936757764166,10611.22037831212,20021.842863923714,Returned,Debit Card,Direct Visit
2024-02-24,Neha,Headphones,Kolkata,Suhani Patil,7416,1,Online,3975.0,-688.2084893512838,4129.208489351284,Returned,Net Banking,Social Media
2024-11-22,Amit,Headphones,Chennai,Ayush Sen,6173,1,Online,714.9405827015697,2802.0448867311015,2656.0145305673286,Shipped,Debit Card,Direct Visit
2024-10-27,Ravi,Bluetooth Speaker,Mumbai,Anthony Bandi,1947,3,Retail,4017.0,-2855.592713194019,785.5927131940186,Cancelled,UPI,Search Engine
2024-02-12,Rajesh,Tablet,Bangalore,Nidra Varughese,31193,1,Online,7411.975933614023,4174.734820975158,19606.28924541082,Completed,UPI,Referral
2024-07-10,Neha,Tablet,Kolkata,Shaurya Nigam,42082,2,Online,291.0,15412.214260859175,26378.785739140825,Pending,Cash on Delivery (COD),Direct Visit
2024-02-07,Manoj,Laptop,Hyderabad,Andrew Desai,148490,2,Retail,1209.0,55926.57601438348,91354.42398561652,Returned,Net Banking,Direct Visit
2024-04-03,Sushma,Smartwatch,Lucknow,Yadavi Bakshi,11365,1,Online,3740.0,1879.9944704546251,5745.005529545375,Pending,Credit Card,Advertisement
2024-12-08,Priya,Smartwatch,Delhi,Anita Balasubramanian,6170,2,Online,951.4085629234457,2414.5451768796765,2804.046260196878,Shipped,Credit Card,Referral
2024-05-09,Priya,Smartwatch,Delhi,Gayathri Dugar,9547,2,Retail,3522.0,1524.983193907069,4500.016806092931,Pending,Credit Card,Referral
2024-07-13,Amit,Smartphone,Jaipur,Ikshita Narayanan,54909,2,Retail,3005.936755220094,15886.96848595309,36016.09475882682,Returned,Credit Card,Direct Visit
